"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YGR264C",149.76815136567,-0.836548852976504,0.321813977428574,-2.5994795492131,0.00933652415110146,0.0409349311235728
"YKL036C",15.9688436017433,1.3194014009953,0.507611096796849,2.59923671748125,0.00934313191992164,0.0409349311235728
"YBL079W",126.636810478954,0.703623053425352,0.270895896591443,2.59739280763833,0.00939344339431488,0.0410802994674561
"YML006C",34.7208448374822,0.966997945853204,0.372276337093226,2.59752729223573,0.00938976579944263,0.0410802994674561
"YOL019W",39.5905983933003,0.90939473335388,0.350197071800886,2.59680850178822,0.0094094366543457,0.0411207231694935
"YHR028C",329.24722849039,0.678551906894788,0.261491264135653,2.59493145645882,0.0094609784580984,0.0412852427298008
"YIR006C",106.325713857696,0.818023473440611,0.315267347242245,2.5946977401756,0.00946741367260861,0.0412852427298008
"YMR033W",53.3215497418361,-0.850772647736168,0.327830175048673,-2.5951627168239,0.00945461470593267,0.0412852427298008
"YDR072C",60.9051619209428,0.848688227401174,0.327171438563641,2.5940168589505,0.00948618352032846,0.041337503580716
"YFL031W",262.445861846799,-0.755914757461414,0.291562746637992,-2.592631487314,0.00952447654223586,0.0414747041424595
"YLR343W",19.3162894977925,1.15272793363236,0.444917334315735,2.59088114740508,0.00957305471231254,0.0416564637910057
"YJL165C",187.106234832813,0.646957447368024,0.250124330962005,2.58654343973558,0.00969439498242134,0.0421543570541833
"YDR034W-B",7.30397477673196,-1.92523333619629,0.744508644801145,-2.58591132505992,0.00971219133512218,0.0422016188399175
"YER066W",17.8739265532565,1.20074169674622,0.464727515558202,2.58375425716716,0.00977314016095141,0.042405961439114
"YML120C",390.530613944279,-0.579015369268688,0.224077979531324,-2.58399049509346,0.00976644858180579,0.042405961439114
"YJL209W",45.6771134317239,0.839076602508973,0.325118670918703,2.58083179332013,0.00985625924715951,0.0427361788851927
"YIR032C",47.8582723696758,-0.909045783889392,0.352352559863188,-2.57993239567312,0.00988196585875705,0.0428171664378008
"YOL038W",143.254175658925,-0.734094052235259,0.285028460554204,-2.57551140966029,0.0100091970926851,0.043337618115592
"YER007W",15.4308173645987,1.30547221708589,0.507001891790759,2.57488628390495,0.010027304788424,0.0433851852067321
"YIL026C",65.2830031580561,-0.767945008341991,0.298279136453133,-2.57458505973197,0.0100360406059139,0.0433921642095297
"YML106W",77.6180814469792,-0.83187120340727,0.32329579741735,-2.57309624824287,0.0100793173210238,0.0435483695884233
"YKL122C",35.0016706105558,-1.24033703157501,0.48256967709438,-2.57027552796781,0.010161765824885,0.0438734779625794
"YDR177W",120.116456985478,-0.719954009486451,0.280215028760258,-2.56929120708375,0.0101906781373473,0.0439671467512179
"YBR233W-A",6.92313307316276,-1.93425375929825,0.75313122264252,-2.56828252653172,0.0102203819162295,0.0440018138753853
"YGR108W",7.98254115555314,-1.81903580943603,0.70825462517332,-2.56833594131614,0.0102188070189404,0.0440018138753853
"YKL206C",26.7118757931854,-1.01636662747625,0.39566905390168,-2.56872913727745,0.0102072205598371,0.0440018138753853
"YEL065W",50.4929491048311,0.852168732752825,0.331967400632451,2.56702534986661,0.0102575113265376,0.0441304795206687
"YHL007C",99.8066737183906,0.67952454264992,0.264841074920925,2.56578230115101,0.0102943414834876,0.0441987047994707
"YLR425W",64.0586024585788,0.754686703699074,0.294106754648809,2.56602982342326,0.0102869983014542,0.0441987047994707
"YML110C",137.80725242299,-0.635203116973287,0.247569614867713,-2.56575556460232,0.0102951349491873,0.0441987047994707
"YBL047C",231.120723685556,0.635576122334467,0.24774107707838,2.56548542466126,0.0103031549981587,0.0442019860906921
"YML117W",170.478646849305,0.624476581144848,0.243632125011723,2.56319473926026,0.0103713858060843,0.0444633936176395
"YKL154W",28.0979824694943,-1.01513426072238,0.396210808505932,-2.56210643154925,0.0104039430249143,0.0445716040139083
"YDR326C",126.605468256867,0.681801770479812,0.266166699289135,2.56155924952571,0.0104203465536643,0.0446105068200444
"YHR072W",65.3822493601409,0.785499830228523,0.306811360496995,2.56020451444859,0.0104610581211226,0.0447533469619936
"YPL028W",147.965564843523,0.784076111831542,0.306332246370103,2.55956113377708,0.0104804420687123,0.0448048091807686
"YDR430C",58.4934251942158,0.785435509512187,0.306940366873414,2.55891891155558,0.0104998229751878,0.044856186230606
"YBR164C",34.0154140028661,-0.922327668859763,0.360503937836535,-2.55843992827057,0.0105142984266873,0.0448865494151221
